"Recalls, Market Withdrawals, & Safety Alerts | FDA",,,,,
Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
03/11/2020,Hiland,Half-gallon premium whole milk chocolate,"Food & Beverages, Allergens, Milk/Milk Product",Undeclared egg,Hiland Dairy
01/04/2020,Ducktrap River of Maine,Herring Center Cuts in Wine Sauce,"Food & Beverages, Allergens, Milk/Milk Product",Undeclared milk,Ducktrap River of Maine
07/08/2020,KIND,Oats & Honey Granola with Toasted Coconut pouches,"Food & Beverages, Allergens, Nuts & Nut Products",Undeclared sesame seeds,KIND Healthy Snacks
01/03/2020,Wilbur,Dark chocolate covered cashews,"Food & Beverages, Allergens, Nuts & Nut Products",Undeclared wheat,Cargill
03/11/2020,Home Fresh Foods,Suya Barbecue Seasoning,"Food & Beverages, Allergens, Peanuts, Spices, Flavors &  Salts",Undeclared Peanuts,Accra Super Market
03/16/2020,Best Taste,Dried Bamboo Shoot,"Food & Beverages, Allergens, Potential or Undeclared Allergen",Undeclared Sulfites,Country Favor Inc.
09/21/2020,Trader Joe’s,Southwest Style Sweet Potato Saute Bowl,"Food & Beverages, Allergens, Prepared Food",Undeclared milk and egg,"GHSW, LLC"
03/12/2020,Imperial Taste,Fried Red Onions and Fried Garlic,"Food & Beverages, Allergens, Prepared Food",Due to Undeclared Wheat,Gemini Food Corporation
02/10/2020,Pac Bistro,Spinach Dijon Salad,"Food & Beverages, Allergens, Prepared Food",Undeclared egg and wheat,Missa Bay
05/22/2019,New Seasons Market,Bacon Shallot Potato Salad,"Food & Beverages, Allergens, Prepared Food",Undeclared egg,New Seasons Market
05/17/2019,Global,Rattan Shoot in Brine,"Food & Beverages, Allergens, Prepared Food",Undeclared Sulfites,US TRADING COMPANY
11/24/2018,Ottogi,Jin Ramen,"Food & Beverages, Allergens, Prepared Food",Undeclared Egg,"Ottogi America, Inc."
08/13/2020,Serafin Fishery,Salmon Dip and Whitefish Dip,"Food & Beverages, Allergens, Seafood/Seafood Product","Undeclared Eggs, Milk, Anchovies, and Soy",Serafin Fishery
06/12/2020,Captain Rusty’s,"Undeclared fish, shellfish, wheat, eggs, soy, and milk","Food & Beverages, Allergens, Seafood/Seafood Product","Undeclared fish, shellfish, wheat, eggs, soy, and milk",Rusty’s Seafood Market
05/22/2019,Wegmans,Undeclared milk,"Food & Beverages, Allergens, Seafood/Seafood Product",Undeclared Milk,Wegmans Food Markets
09/11/2020,Goodie Girl,Goodie Girl GF Magical Animal Crackers,"Food & Beverages, Allergens, Snack Food Item",May Contain Undeclared Wheat,Goodie Girl Tribeca LLC
08/28/2020,Signature Select,Chewy Granola Bars - Chocolate Chip,"Food & Beverages, Allergens, Snack Food Item",Undeclared peanuts,"TreeHouse Foods, Inc."
08/24/2020,Lay’s,Lay’s Barbecue Flavored Potato Chips,"Food & Beverages, Allergens, Snack Food Item",Product may contain undeclared milk.,Frito-Lay North America
07/13/2020,Wegmans,Pecan Blend Trail Mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared Almonds and Walnuts,"Flagstone Foods, LLC"
06/23/2020,7-Select,Yogurt Pretzels,"Food & Beverages, Allergens, Snack Food Item",Undeclared Peanuts,Mount Franklin Foods
03/23/2020,Hostess,Cookies 'n Creme Brownies,"Food & Beverages, Allergens, Snack Food Item",Undeclared egg,"Hostess Brands, LLC"
12/06/2019,Truly Good Foods,South of the Border nut mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared almond and soy,Tropical Nut and Fruit Co.
12/05/2019,Nancy Adams,Dark Chocolate Graham Crackers,"Food & Beverages, Allergens, Snack Food Item",Undeclared Milk,Nassau Candy Distributors
05/10/2019,Deshi,Golden Raisins,"Food & Beverages, Allergens, Snack Food Item",Undeclared sulfites,Deshi Distributors LLC
03/21/2019,Snak Club,_Snak Club Honey Bliss Nut Mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared Milk,_Century Snacks LLC
02/08/2019,Bird Seed Food Co.,Granola-Goldenola Turmeric & Ginger,"Food & Beverages, Allergens, Snack Food Item",Undeclared Cashews,Bird Seed Food Co.
02/04/2019,Stacy's,Pita Chips,"Food & Beverages, Allergens, Snack Food Item",Undeclared milk,Frito-Lay
02/09/2018,Gazab,Green Raisins,"Food & Beverages, Allergens, Snack Food Item",Undeclared Sulfites,United Trading Inc.
02/24/2020,Sierra Soups,Pasta e Fagioli,"Food & Beverages, Allergens, Soup",Product contains undeclared gluten,Sierra Soups
01/30/2020,Fresh Food Market Chef’s Recipe,Mushroom Barley Soup,"Food & Beverages, Allergens, Soup",Undeclared milk,"Bakkavor Foods USA, Inc."
01/15/2019,El Guapo,Chile Habanero and Pasilla-Ancho Chile Pods,"Food & Beverages, Allergens, Spices, Flavors &  Salts",Undeclared peanut,Mohave Foods Corporation
11/13/2018,Purveyors Kitchen,Pumpkin Pesto Tapenade,"Food & Beverages, Allergens, Tree Nuts",Undeclared tree nut (walnut),"Nor Cal Food Solutions, LLC"
03/17/2020,Cedar’s,Chickpea Salad,"Food & Beverages, Allergens, Vegetable Products",Undeclared Soy,Cedar’s Mediterranean Foods
09/17/2019,Abbott,Calcilo XD® Infant Formula,"Food & Beverages, Baby Food Product",Inconsistency in aroma and color,Abbott Laboratories
09/08/2017,Garden of Life,Baby Organic Liquid Supplement,"Food & Beverages, Baby Food Product, Food & Beverage Safety",Potential Choking Hazard,Garden of Life LLC
06/29/2020,Whole Foods Market,Red Velvet Cheesecake slices,"Food & Beverages, Bakery Product/Mix",Undeclared walnuts,Whole Foods Market
03/24/2020,United States Bakery,Hamburger Buns,"Food & Beverages, Bakery Product/Mix",Undeclared milk,United States Bakery
10/04/2019,Robin Hood Flour,All-Purpose Flour,"Food & Beverages, Bakery Product/Mix",E. coli O26,The J. M. Smucker Company
10/03/2019,King Arthur Flour,Unbleached All-Purpose Flour,"Food & Beverages, Bakery Product/Mix",E. coli O26,"King Arthur Flour, Inc."
09/23/2019,"Carolyn’s Cookie Company, Country Baking Co.",Frozen and refrigerated cookie dough products,"Food & Beverages, Bakery Product/Mix",Undeclared peanuts and walnuts,California New Foods
09/09/2019,Martha White,Cornbread and Muffin Mix,"Food & Beverages, Bakery Product/Mix",Possible presence of Gluten,Hometown Food Company
08/22/2019,Whole Foods Market,Iced Sugar Cookies,"Food & Beverages, Bakery Product/Mix",Undeclared Egg,Whole Foods Market Stores
07/10/2019,Multiple brands,Hamburger and Hot Dog Buns,"Food & Beverages, Bakery Product/Mix",Potential Presence of Small Pieces of Hard Plastic,"Flowers Foods, Inc."
06/14/2019,Pillsbury BEST,Flour,"Food & Beverages, Bakery Product/Mix",E.coli,Hometown Food Company
06/13/2019,King Arthur Flour,Unbleached All-Purpose Flour,"Food & Beverages, Bakery Product/Mix",Presence of Escherichia coli bacteria (E. coli).,"King Arthur Flour, Inc."
05/02/2019,Fred Meyer,100% Whole Wheat Bread,"Food & Beverages, Bakery Product/Mix",Undeclared milk,Fred Meyer Stores
03/15/2019,Surtidoras,Muffins,"Food & Beverages, Bakery Product/Mix",Undeclared milk,"Surtidoras Bakery, Inc."
03/13/2019,Pillsbury,Flour,"Food & Beverages, Bakery Product/Mix",Salmonella,Hometown Food
03/01/2019,Nova Salted Biscuit,Nova Salted Biscuit,"Food & Beverages, Bakery Product/Mix",Milk Allergen,Asia Foods Distributor Inc.
02/20/2019,Gilda Industries,Panque – Butter pound cake,"Food & Beverages, Bakery Product/Mix",Undeclared milk,"Gilda Industries, Inc."
02/08/2018,Madhava,Chocolate Chip Cookie Mix,"Food & Beverages, Bakery Product/Mix",Undeclared Milk,Madhava Natural Sweeteners
02/06/2018,"Golden Temple®, Swad®, and Maya®",Flour,"Food & Beverages, Bakery Product/Mix",E.coli,Smucker Foods of Canada Corp.
03/23/2020,"Mrs. Freshley's, Food Lion, Captain John Derst's, more",Swiss Rolls and Bread,"Food & Beverages, Bakery Product/Mix, Food & Beverage Safety",Salmonella,"Flowers Foods, Inc."
01/02/2018,"Southern Home, Shur Fine, Valu Time, more",biscuits,"Food & Beverages, Bakery Product/Mix, Food & Beverage Safety",Listeria monocytogenes,T. Marzetti Company
04/07/2020,Bob's Red Mill,Organic Amaranth Flour,"Food & Beverages, Bakery Product/Mix, Food & Beverage Safety, Foodborne Illness",Salmonella,Bob's Red Mill Natural Foods
03/17/2020,Duncan Hines,Cake mixes,"Food & Beverages, Bakery Product/Mix, Foodborne Illness",Due to Potential Presence of Salmonella,Conagra Brands
02/01/2019,Gold Medal,Unbleached Flour,"Food & Beverages, Bakery Product/Mix, Salmonella",Potential Presence of Salmonella,General Mills
06/21/2019,Penafiel,Unflavored Mineral Spring Water,"Food & Beverages, Bottled Water",Presence of Arsenic,Keurig Dr. Pepper
02/01/2019,Oskri,Nut Butters,"Food & Beverages, Butter/Butter Product",Listeria monocytogenes,Oskri Organics Corporation
01/24/2019,Thrive Market,Several varieties of nut butters,"Food & Beverages, Butter/Butter Product",Listeria,Thrive Market Inc.
01/02/2019,"Oskri, Thrive",Organic Sunflower Butter,"Food & Beverages, Butter/Butter Product",Potential to be contaminated with Listeria monocytogenes,Oskri Organics Corporation
02/09/2018,Dixie Diners Club,Carb Not Beanit Butter,"Food & Beverages, Butter/Butter Product, Food & Beverage Safety",may be contaminated with Escherichia coli O157:H7 bacteria,The SoyNut Butter Co.
02/08/2018,Ellyndale Nutty Infusions,"Almond butter, Cashew butter","Food & Beverages, Butter/Butter Product, Food & Beverage Safety",Listeria,NOW Health Group Inc.
02/08/2018,I.M. Healthy,Original creamy SoyNut Butter,"Food & Beverages, Butter/Butter Product, Food & Beverage Safety",may be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7),SoyNut Butter Co.
04/17/2020,Homestead Creamery,Unsalted Butter,"Food & Beverages, Butter/Butter Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Homestead Creamery Inc.
04/02/2019,Wholesome Pantry,Organic Nut Butters,"Food & Beverages, Butter/Butter Product, Nuts & Nut Products",Potential to be contaminated with Listeria monocytogenes,Wakefern Food Corp.
03/10/2020,Inspired Organics,Organic almond butter,"Food & Beverages, Butter/Butter Product, Organic Food / Home Grown, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Inspired Organics, LLC"
10/01/2019,Glam Day,Nougat candy,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared milk and egg,RONG SHING NY Trading Inc.
09/12/2019,FuPaiYuan,FuPaiYuan Matcha candy,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared eggs and milk,RONG SHING
09/12/2019,FuPaiYuan,FuPaiYuan Nougat candy,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared eggs and milk,RONG SHING
04/16/2019,Hercules Candy,Cashew Brittle Bits,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared Peanuts,Hercules Candy LLC
04/29/2019,Source Day Natural Treasures,Liquorice Slice,"Food & Beverages, Candy/Gum (without chocolate), Snack Food Item",Undeclared Sulfites,New Nan Fong
03/11/2020,Under processing,Seasoned corn,"Food & Beverages, Canned Foods",Due to Under Processing,"Del Monte Foods, Inc."
05/09/2019,EnviroKidz,"Choco Chimps, Gorilla Munch and Jungle Munch cereals","Food & Beverages, Cereal/Breakfast Food",Undeclared Gluten,Nature’s Path Foods
03/25/2020,Kellogg’s,Honey Smacks cereal,"Food & Beverages, Cereal/Breakfast Food, Food & Beverage Safety, Foodborne Illness",Salmonella,Kellogg Company
03/12/2020,Cap’n Crunch’s,Peanut Butter Crunch Cereal,"Food & Beverages, Cereal/Breakfast Food, Foodborne Illness",Due to Potential Presence of Salmonella,The Quaker Oats Company
01/24/2020,Quesos La Ricura,Cheese,"Food & Beverages, Cheese/Cheese Product",May be contaminated with Shiga toxin producing E. coli,Quesos La Ricura
01/02/2020,"Limena, LLC",Salvadorean String Cheese (Quesillo Cheese) semi-soft cheese,"Food & Beverages, Cheese/Cheese Product",Potential to be contaminated with Listeria monocytogenes,"Limena, LLC"
05/09/2019,Mecox Bay Dairy,Mecox Sunrise Cheese,"Food & Beverages, Cheese/Cheese Product",Listeria monocytogenes,"Mecox Bay Dairy, LLC"
05/02/2019,"Lipari Old Tyme, Copperwood",Cheeses,"Food & Beverages, Cheese/Cheese Product",potential contamination of Listeria monocytogenes,Lipari Foods
01/18/2019,Mrs. Grissom’s Select,Old Fashioned Pimento Cheese,"Food & Beverages, Cheese/Cheese Product",Mislabeling,Mrs. Grissom’s Salads
11/28/2018,Sprout Creek Farm,Kinkead raw cows' milk cheese,"Food & Beverages, Cheese/Cheese Product",Potential to be contaminated with Listeria monocytogenes,"Sprout Creek Farm, Inc."
11/16/2018,Green Cedar,Ackawi Cheese,"Food & Beverages, Cheese/Cheese Product",Potential to be contaminated with Listeria monocytogenes,Green Cedar Dairy
02/20/2017,"Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,"Food & Beverages, Cheese/Cheese Product",Listeria,"MDS Foods Inc.,"
11/09/2018,Quesillo and Alebrije,Cheeses,"Food & Beverages, Cheese/Cheese Product, Dairy, Foodborne Illness",Due to Potential Presence of Salmonella,ALEBRIJE DIST WHOLESALE
02/09/2018,"Oakdell, So Delicious, Bongard's, Signature Café","Coconut Beverage, Broccoli Cheddar Soup, Eggs, and Cheese Product","Food & Beverages, Cheese/Cheese Product, Egg/Egg Product, Food & Beverage Safety, Soup",Potential Spoilage,The Idaho Foodbank
03/17/2020,Margie,Pasteurized Cow’s Milk Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Improper Pasteurization,Sprout Creek Farm Inc.
02/09/2018,Vulto Creamery,Cheeses,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria Monocytogenes,Vulto Creamery
02/08/2018,Basha's and Food City,Cheeses,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,Lakeview Cheese and Bashas’ Family of Stores
02/08/2018,Guggisberg,Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria monocytogenes,Guggisberg Cheese Inc.
02/08/2018,Guggisberg,Cheese and cheese-containing gift boxes,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Potential Listeria Monocytogenes,Dutch Valley Foods
02/08/2018,Ruth's,Pimento Spread,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria monocytogenes,Ruth's Salads
02/08/2018,Ruth's,Pimento Spread,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",May Contain Listeria Monocytogenes,Ruth's Salads
02/08/2018,"Great Midwest, Dutchmark",Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,Saputo Inc.
02/08/2018,GFS,Monterey Jack Cheese with Jalapeno Peppers,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Possible Listeria Monocytogenes Contamination,Biery Cheese Co.
02/07/2018,"Delallo, Dietz & Watson, Private Selections",Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Possible Listeria Monocytogenes Contamination,Biery Cheese Co.
10/26/2017,Toma Celena,Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,Cooperstown Cheese Company
10/13/2017,Merkts,Port Wine Cheese Spread,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Presence of small pieces of plastic,"BEL BRANDS USA, INC"
05/18/2017,Quesos de la Costa,White cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,"La Nica Products, Inc."
05/18/2017,Quesos de la Costa,White cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,"La Nica Products, Inc."
03/01/2017,Sargento,Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,"Sargento Foods, Inc."
03/01/2017,"Amish Classics, Deli Readi, Deli Made, Meijer, more",Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,"MDS Foods Inc.,"
04/07/2020,Explorateur,Triple crème cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes.,Whole Foods Market
01/29/2018,Panera,Cream Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Panera
03/16/2020,Margie,Cheese 1 lb wheel,"Food & Beverages, Cheese/Cheese Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Margie
01/04/2019,Hy-Vee,Cheesecake,"Food & Beverages, Cheese/Cheese Product, Foodborne Illness",Salmonella,Hy-Vee Inc.
04/29/2019,Bee International,Plastic Heart Tubes with Chocolate Lentils,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Milk,"Bee International, Inc."
04/17/2019,Chips Ahoy!,Chips Ahoy Chewy Cookie,"Food & Beverages, Chocolate/Cocoa Product",Due to Unexpected Solidified Ingredient,Mondel_z Global LLC
02/22/2019,Meijer,Ultimate Chocolate Mint Chip Cookies,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Soy,Meijer
02/20/2019,Jacques Torres,Jacques’ Big Daddy Bar,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Milk,Jacques Torres Manufacturing LLC
02/08/2018,H.E.B,Pomegranate Infused Cranberries Covered in Dark Chocolate,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Almonds,Nassau Candy Distributors
12/29/2017,"Aurora, AG Supermarkets, Belmont Market, and others",Dark Chocolate Products,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Milk,"Aurora Products, Inc."
02/09/2018,Bristol Farms,Tasty Treats Nonpareils Milk Chocolate,"Food & Beverages, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk,First Source
11/20/2018,No brand name; “PACKED BY FIRST SOURCE” printed on back label.,Chocolate and Nut Tray,"Food & Beverages, Chocolate/Cocoa Product, Nuts & Nut Products",Undeclared Pecan and Cashew,First Source
08/29/2019,"The Milk Lady’s, Peaceful Baby, and Diges-Tea",Tea,"Food & Beverages, Coffee/Tea",Potential to be contaminated with Salmonella,"Mountain Mel’s Essential Goods, LLC"
04/08/2019,Brian Richardson dba In Tha Pink,Ground Kopi Jantan Tradisional Natural Herbs Coffee,"Food & Beverages, Coffee/Tea",Undeclared Sildenafil and Tadalafil,Brian Richardson dba In Tha Pink
02/09/2018,U.S. Deer Antler Ex. & Imp,Tea,"Food & Beverages, Coffee/Tea , Food & Beverage Safety",Clostridium Botulinum,U.S. Deer Antler Ex. & Imp
02/09/2018,Soylent,1.8 Powder,"Food & Beverages, Dairy",Undeclared Milk,Soylent
02/09/2018,Wang,"Fish cake, fish ball, and fish tofu products","Food & Beverages, Dairy, Egg/Egg Product",Undeclared egg and wheat,Wang GlobalNet
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Dressing/Condiment, Food & Beverage Safety",Listeria monocytogenes,Casa Sanchez Foods
03/10/2020,Inspired Organics,Sunflower butter,"Food & Beverages, Dressing/Condiment, Organic Food / Home Grown, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Inspired Organics, LLC"
04/17/2018,"Country Daybreak, Food Lion and more",Shell eggs,"Food & Beverages, Egg/Egg Product, Food & Beverage Safety",Potential to be contaminated with Salmonella Braenderup,Rose Acre Farms
03/24/2020,Hy-Vee,Spring Pasta Salad,"Food & Beverages, Egg/Egg Product, Food & Beverage Safety, Foodborne Illness",May be contaminated with Salmonella,Hy-Vee
03/19/2020,Gravel Ridge Farms,Cage Free Eggs,"Food & Beverages, Egg/Egg Product, Food & Beverage Safety, Foodborne Illness",Due to Potential Presence of Salmonella,Gravel Ridge Farms
12/31/2019,None,Hard-boiled eggs,"Food & Beverages, Egg/Egg Product, Foodborne Illness",Product has the potential to be contaminated with Listeria monocytogenes,Meijer
12/23/2019,"Almark, 7 Select, Best Choice, more","All hard-boiled eggs manufactured at the firm’s Gainesville, Georgia facility, including all retail, pillow pack, pouch pack, frozen diced, and protein kit products","Food & Beverages, Egg/Egg Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Almark Foods
02/08/2020,Corinthian Foods,Uncooked Sweet Potato Crusted Alaska Pollack Nugget,"Food & Beverages, Fish",Mislabeling,Corinthian Foods
11/25/2019,Tuna King,Yellowfin Tuna Medallions,"Food & Beverages, Fish",Elevated Histamine Levels,Northern Fisheries LTD
10/15/2019,Mical Seafood,"Yellowfin Tuna loins, poke, steaks, ground meat and saku","Food & Beverages, Fish",Elevated levels of histamine,"Mical Seafood, Inc."
10/02/2019,Mical Seafood,Yellowfin Tuna,"Food & Beverages, Fish",Elevated levels of histamine,"Mical Seafood, Inc."
09/24/2019,Captain K,Salmon slightly salted pieces,"Food & Beverages, Fish",Due to possible contamination with Listeria monocytogenes,Euphoria Fancy Food Inc
09/11/2019,"Alfa International Seafood, Inc","Refrigerated, wild-caught yellowfin tuna loins","Food & Beverages, Fish",Potentially elevated levels of histamine or scombroid fish poisoning,"Alfa International Seafood, Inc."
09/04/2019,QQ Fish,Fish Ball Products,"Food & Beverages, Fish",Undeclared Egg,Great One Trading Inc.
02/22/2019,Smoked Alaska,Smoked Silver Salmon,"Food & Beverages, Fish",Potential to be contaminated with Clostridium botulinum,"Smoked Alaska Seafoods, Inc"
02/07/2018,The Smokehouse of NY,Smoked Fish,"Food & Beverages, Fish",Listeria,The Smokehouse of NY
02/09/2018,Trident,Frozen Multi-grain Alaskan Cod,"Food & Beverages, Fish, Food & Beverage Safety",Contains small pieces of plastic.,Trident Seafoods Corporation
12/21/2017,Springfield Smoked Fish,Smoked fish products,"Food & Beverages, Fish, Food & Beverage Safety",Listeria monocytogenes,Springfield Smoked Fish
06/16/2017,THE DUCK,FROZEN STEAMED SCOMBER FISH,"Food & Beverages, Fish, Food & Beverage Safety",Uneviscerated Product,WILLIS OCEAN INC.
03/24/2020,AnnaSea,"Wasabi Ahi Poke Hawaiian Poke Kits, Limu Ahi Poke Hawaiian Poke Kits.","Food & Beverages, Fish, Food & Beverage Safety, Seafood/Seafood Product",Incorrect Storage,ALDI
12/10/2019,CATSMO LLC,Cold Smoked Salmon (whole fillets and specialty cuts),"Food & Beverages, Fish, Foodborne Illness",Listeria monocytogenes,CATSMO LLC
05/14/2019,Biltmore,Wild Smoked Sockeye Salmon,"Food & Beverages, Fish, Seafood/Seafood Product",Potential to be contaminated with Listeria monocytogenes,"Seven Seas International USA, LLC"
04/16/2019,Jensen Tuna Inc.,Frozen Ground Tuna,"Food & Beverages, Fish, Seafood/Seafood Product",Due to Potential Presence of Salmonella,Jensen Tuna Inc.
04/09/2020,Oregon Food Bank,Chia Seeds,"Food & Beverages, Food & Beverage Safety",May be contaminated with rodent droppings,Oregon Food Bank
04/06/2020,NXTGEN,Kratom dietary supplement,"Food & Beverages, Food & Beverage Safety",Salmonella,NGB Corp
03/31/2020,Gerard Dominique,Wild Coho Smoked Salmon,"Food & Beverages, Food & Beverage Safety",Clostridium botulinum,Seabear Company
03/27/2020,H-E-B,Sliced Salad Olives,"Food & Beverages, Food & Beverage Safety",Potential Glass in The Product,H-E-B
03/27/2020,"EconoMax, Hill Country Fare, Creamy Creations",Ice cream and sherbet,"Food & Beverages, Food & Beverage Safety",Foreign material-metal,HEB
01/31/2019,"Dole, Fresh Selections, Simple Truth, Marketside, The Little Salad Bar, and President’s Choice",Packaged salads,"Food & Beverages, Food & Beverage Safety",listeria outbreak,"Dole Fresh Vegetables, Inc"
07/25/2018,"Associated Milk Producers, Inc. (AMPI)",Dry Whey Powder,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,"Associated Milk Producers, Inc. (AMPI)"
04/17/2018,"Various: Raw Form Organics, Molecule, Chameleon, Naturally, Lifted, Live Well, Third Eye",Powdered kratom products,"Food & Beverages, Food & Beverage Safety",Salmonella,Triangle Pharmanaturals LLC
04/16/2018,Raw Form Organics,Powdered kratom products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,Triangle Pharmanaturals LLC
02/09/2018,"Dutch Valley Food Distributors, Inc.",Cappuccino Snack Mix,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,"Dutch Valley Food Distributors, Inc."
02/09/2018,"Palmer, Publix, Trails End and others",Chocolate coated candy,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,Palmer Candy  Company
02/09/2018,Fromi USA,"Soureliette Cheese, Tomme Brebis Fedou Cheese","Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Fromi USA
02/09/2018,"Evoke, Millville and more",Granola and muesli products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,NEW ENGLAND NATURAL BAKERS
02/09/2018,Amrita,Protein Bars,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,"Hudson Valley Foods, Inc"
02/09/2018,De Mi Pais,Queso Fresco,"Food & Beverages, Food & Beverage Safety",Contaminated with Listeria monocytogenes,Global Garlic Inc.
02/09/2018,De Mi Pais,Queso Fresco,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Global Garlic Inc.
02/09/2018,Krimson,Frozen Yellowfin Tuna steaks and cubes,"Food & Beverages, Food & Beverage Safety",Hepatitis A Linked to Frozen Tuna,Hilo Fish Company
02/09/2018,"Fresh Foods Market, Lantana, Marketside",Hummus,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,House of Thaller
02/09/2018,Vulto Creamery,Cheese,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Whole Foods Market
02/08/2018,Marketside,Organic Spring Mix,"Food & Beverages, Food & Beverage Safety",Extraneous animal matter was allegedly found,Fresh Express
02/08/2018,Great Value,Frozen organic dark sweet pitted cherry products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,"SunOpta Inc’s subsidiary, Sunrise Growers Inc."
02/08/2018,"Southeastern Grocers, Publix Supermarkets, Inc. and more","Fajita blend, Stir fry vegetable, Vegetable kabob and more","Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,"Country Fresh Orlando, LLC."
02/08/2018,(Save-A-Lot) Pick 5,Chicken & Waffle Sandwich,"Food & Beverages, Food & Beverage Safety",Contaminated with Listeria monocytogenes,Fourth Street Barbecue Inc.
02/08/2018,Wholesome Country Creamery,Half & Half,"Food & Beverages, Food & Beverage Safety",due to the presence of Alkaline Phosphatase,Naturally Wholesome Products LLC
02/08/2018,Simple Truth,Macadamia nuts,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,The Kroger Co.
02/08/2018,Ava's,"Cashews, Almonds","Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Hampton Farms
02/07/2018,Meijer,Colby Cheese and Colby Jack Cheese,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Meijer
02/07/2018,GoMacro,MacroBars and Thrive Bars,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,GoMacro
02/07/2018,Death Wish Coffee Co.,Nitro Cold Brew Coffee,"Food & Beverages, Food & Beverage Safety",Potential for Botulin Toxin,Death Wish Coffee Co.
02/07/2018,Season’s Choice,Frozen Peas,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Lakeside Foods
02/07/2018,Green Chile Food Company,Various burritos,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,"Green Chile Concepts, LLC"
02/07/2018,Regeneca Worldwide,Various herbal and dietary supplements,"Food & Beverages, Food & Beverage Safety",Undeclared Active Pharmaceutical Ingredients,Regeneca Worldwide
